14102,
31818,
27027,
60679,
2933,
65840,
67152,
65191,
69279,
85120,
85122,
84911,
85012,
89144,
63868,
68798,
68799,
84143,
84500,
84501,
84311,
84452,
84846,
95593,
97374,
97375,
96868,
96869,
96870,
96872,
96874,
96876,
